Name,Qualification,Experience,Languages,Expertise,Department,Designation,Description,Consultation Fee,Hospital Address,Hospital Phone,Not_Available_Days,Timings,Speciality Group
Dr. Vijayakumar B,MBBS DCH DNB (Pediatrics),25,English and Malayalam,General Pediatrics Congenital Cardiac Problems Asthma & Allergy,Pediatrics,Senior Consultant,Dr. Vijayakumar B who carries 25 years of experience with MBBS DCH DNB (Pediatrics) is working in Pediatrics asSenior Consultant and is an expert in General Pediatrics Congenital Cardiac Problems Asthma & Allergy.,1400,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Pediatrics
Dr. Vijayalekshmi N,", MD",21,English,General clinical expertise,Internal Medicine,Senior Consultant & Prof.,"Dr. Vijayalekshmi N who carries 21 years of experience with , MD is working in Internal Medicine asSenior Consultant & Prof. and is an expert in General clinical expertise.",1400,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,General Medicine
Dr. Vijayan K N,", M S (General Surgeon), Laparoscopy (Training)",20,"English, Malayalam & Hindi",", General Surgery, Proctology, Thyroid, Diabetic Footcare, Thyroid and parathyroid, Laparoscopy, Salivary Gland Surgery, Haemorrhoid, Fissure, Fistula, Varicose vein",General & Minimally Invasive Surgery,Coordinator & Professor Emeritus,"Dr. Vijayan K N who carries 20 years of experience with , M S (General Surgeon), Laparoscopy (Training) is working in General & Minimally Invasive Surgery asCoordinator & Professor Emeritus and is an expert in , General Surgery, Proctology, Thyroid, Diabetic Footcare, Thyroid and parathyroid, Laparoscopy, Salivary Gland Surgery, Haemorrhoid, Fissure, Fistula, Varicose vein.",600,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,General & Surgical Specialities
Dr. Viji Mohan,", MBBS from Govt Medical College, Trivandrum in 2004, MD Microbiology from Govt Medical College Trivandrum in 2016",16,"English, Malayalam & Hindi",", Clinical Microbiology including Serology, Mycology, Parasitology, Mycobacteriology, Infection Control, IIFT (Indirect Immunofluorescence Test (including neuroimmunology), Molecular testing",Laboratory Medicine,Consultant & Deputy Quality Manager,"Dr. Viji Mohan who carries 16 years of experience with , MBBS from Govt Medical College, Trivandrum in 2004, MD Microbiology from Govt Medical College Trivandrum in 2016 is working in Laboratory Medicine asConsultant & Deputy Quality Manager and is an expert in , Clinical Microbiology including Serology, Mycology, Parasitology, Mycobacteriology, Infection Control, IIFT (Indirect Immunofluorescence Test (including neuroimmunology), Molecular testing.",600,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Pathology & Lab Medicine
Dr. Vinayak M,", MBBS, MD (General Medicine), DM (Nephrology), DrNB (Nephrology), ESE Nephrology (Royal College of Physicians UK)",15,"Malayalam, English, Tamil, Hindi & Kannada",", Interventional Nephrology, Glomerular Diseases, Renal Transplantation, Onconephrology",Nephrology,Consultant,"Dr. Vinayak M who carries 15 years of experience with , MBBS, MD (General Medicine), DM (Nephrology), DrNB (Nephrology), ESE Nephrology (Royal College of Physicians UK) is working in Nephrology asConsultant and is an expert in , Interventional Nephrology, Glomerular Diseases, Renal Transplantation, Onconephrology.",500,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Nephrology
Dr. Vinayak Padmakumar,", BDS, MDS",10,English & Malayalam,", Restorations, Oral Prophylaxis(Scaling and Polishing), Extractions, Minor Oral Surgical Procedures like Frenectomy, Periapical Surgery, surgical removal of supernumerary teeth, Preventive treatments like Fluoride therapy, Pit and Fissure Sealants, Interceptive Orthodontics, Pulpotomies, Pulpectomies(RCT in children), Apexification and Apexogenesis procedures, Stainless Steel Crowns,, Myofunctional Appliances, Space Maintainers, Treatment under General Anesthesia, All dental related issues of children from infants to adolescence","Dental, Clinical, Oral & Maxillofacial Surgery, Pediatrics",Pediatric Dentist,"Dr. Vinayak Padmakumar who carries 10 years of experience with , BDS, MDS is working in Dental, Clinical, Oral & Maxillofacial Surgery, Pediatrics asPediatric Dentist and is an expert in , Restorations, Oral Prophylaxis(Scaling and Polishing), Extractions, Minor Oral Surgical Procedures like Frenectomy, Periapical Surgery, surgical removal of supernumerary teeth, Preventive treatments like Fluoride therapy, Pit and Fissure Sealants, Interceptive Orthodontics, Pulpotomies, Pulpectomies(RCT in children), Apexification and Apexogenesis procedures, Stainless Steel Crowns,, Myofunctional Appliances, Space Maintainers, Treatment under General Anesthesia, All dental related issues of children from infants to adolescence.",1100,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Dentistry
Dr. Vinayakhram K P S,", M.B.B.S, MS (General Surgery), FMAS, FIAGES",15,"English, Hindi, Tamil & Malayalam",", Sutureless Thyroidectomy, Laser Ablation of Varicose Vein, Radiofrequency Ablation of Varicose Vein, Laser Proctology (Piles, Fissure, Fistula), SiLaC Procedure for Pilonidal Sinus, Laparoscopic Surgeries of all Ventral and Incisional Hernia",General & Minimally Invasive Surgery,Consultant,"Dr. Vinayakhram K P S who carries 15 years of experience with , M.B.B.S, MS (General Surgery), FMAS, FIAGES is working in General & Minimally Invasive Surgery asConsultant and is an expert in , Sutureless Thyroidectomy, Laser Ablation of Varicose Vein, Radiofrequency Ablation of Varicose Vein, Laser Proctology (Piles, Fissure, Fistula), SiLaC Procedure for Pilonidal Sinus, Laparoscopic Surgeries of all Ventral and Incisional Hernia.",500,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,General & Surgical Specialities
Dr. Vineetha G Gopal,", MBBS, MD, Post Doctoral Advanced Fellowship (PDAF),Pain Medicine (SGPGI) Lucknow",15,"English, Hindi & Malayalam",", Chronic Pain Management, Back Pain, Neck Pain, Joint Pain, Facial Pain, Intervention Pain Management, Non, Surgical Percutaneous interventions to accelerate pain relief and facilitate rehabilitation. Eg: Transforaminal Epidural Steroid Injection for Lumbar degenerative disc disease Genicular Nerve block for knee osteoarthritis, Cancer Pain Management, Opioid treatment, Neurolytic blocks for intractable cancer pain","Pain Medicine, Pain and Palliative Medicine",Consultant,"Dr. Vineetha G Gopal who carries 15 years of experience with , MBBS, MD, Post Doctoral Advanced Fellowship (PDAF),Pain Medicine (SGPGI) Lucknow is working in Pain Medicine, Pain and Palliative Medicine asConsultant and is an expert in , Chronic Pain Management, Back Pain, Neck Pain, Joint Pain, Facial Pain, Intervention Pain Management, Non, Surgical Percutaneous interventions to accelerate pain relief and facilitate rehabilitation. Eg: Transforaminal Epidural Steroid Injection for Lumbar degenerative disc disease Genicular Nerve block for knee osteoarthritis, Cancer Pain Management, Opioid treatment, Neurolytic blocks for intractable cancer pain.",500,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Pain & Palliative Care
Dr. Vini Vivek,"M.D. (Psychiatry) (Kerala Institute of Medical Science.Travendrum, 2020), MBBS (Kerala Institute of Medical Science.Travendrum, 2010)",5,"English, Hindi & Malayalam",Not Available,Psychiatrist,Not Available,Psychiatrist with a special interest in Neuropsychiatry and sleep disorders ,1500,"The Mind , Kivi Medical Centre , Tutors Lane, Statue, Palayam, Thiruvananthapuram, 695001",-7203175050,Sunday,09:00 - 21:00,Psychiatry & Psychology
Dr. Vinod Felix,"MBBS, MS (ENT)",17,"Malayalam, English, Tamil ",#NAME?,ENT,Senior Consultant,"Dr. Vinod Felix who carries 17 years of experience with MBBS, MS (ENT) is working as Senior Consultant in ENT and is an expert in - Endoscopic sinus & skull base surgery 
- Microscopic & endoscopic ear surgery 
.",1200,"BR Life SUT Pattom Hospital, Multi Super Specialty Hospital, Pattom, Thiruvananthapuram, Kerala, India, 695004",914714077777,Sunday,09:00 - 18:00,ENT
Dr. Vinod Krishnan V,", D Orthopedics, DNB Orthopedics, MRCS",15,English & Malayalam,", Paediatric orthopaedics, Orthopaedics Management of children with paralytic and neuromuscular disorders",Orthopedics,Consultant,"Dr. Vinod Krishnan V who carries 15 years of experience with , D Orthopedics, DNB Orthopedics, MRCS is working in Orthopedics asConsultant and is an expert in , Paediatric orthopaedics, Orthopaedics Management of children with paralytic and neuromuscular disorders.",500,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Orthopedics & Physiotherapy
Dr. Vinod Kumar Kesavan,", MD (Respiratory Medicine), Indian Diploma in Critical care medicine, MRCP (UK), Speciality certificate examination in Respiratory medicine, European Diploma in Intensive care",25,"English, Malayalam & Tamil",", 20 years of experience in reputed hospitals in India as well as NHS UK and Singapore and UAE, Respitory Medicine and Critical Care","Respiratory Medicine, Pulmonary Medicine",Senior Consultant,"Dr. Vinod Kumar Kesavan who carries 25 years of experience with , MD (Respiratory Medicine), Indian Diploma in Critical care medicine, MRCP (UK), Speciality certificate examination in Respiratory medicine, European Diploma in Intensive care is working in Respiratory Medicine, Pulmonary Medicine asSenior Consultant and is an expert in , 20 years of experience in reputed hospitals in India as well as NHS UK and Singapore and UAE, Respitory Medicine and Critical Care.",800,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Pulmonology & Respiratory Medicine
Dr. Vinod Kumar V G,"MBBS (University of kerala, 2017)",8,"English, Hindi & Malayalam",Not Available,General Practitioner,Not Available,"Dr. Vinod Kumar V G is a expert General Practitioner have qualification of MBBS (University of kerala, 2017) currently working in Palliative Clinic.",100,"Palliative Clinic , Melemuku Junction, Vembayam - Pothencode Road, Pothencode, Thiruvananthapuram, 695584",-9496186437,All Days,00:00 - 23:55,General Medicine
Dr. Vinod.K.V,"MBBS (Government Dental College , Trivandrum, Kerela university, 1995), MCh - Urology (Government Dental College , Trivandrum, Kerela university, 2004)",30,"English, Hindi & Malayalam",Not Available,Urologist,Not Available,"Dr. Vinod.K.V is a expert Urologist have qualification of MBBS (Government Dental College , Trivandrum, Kerela university, 1995), MCh - Urology (Government Dental College , Trivandrum, Kerela university, 2004) currently working in CURE - Centre For Urological Research and Evaluation.",250,"CURE - Centre For Urological Research and Evaluation , 2nd floor, kjk commercial complex, ganapathy kovil rd, bakery junction, bakery, vazhuthacaud, thiruvananthapuram, kerala 695014, india, Palayam, Thiruvananthapuram, None",-7229407612,"Thursday, Sunday",11:00 - 17:00,Urology
Dr. Vinoo Balakrishnan,", MBBS, DGO, M.D, DipNB, MRCOG The Republic of Ireland., MRCPI The Republic of Ireland, FRCOG Royal college of Obstetricians and Gynecologists, London, UK, MIS, Training from coombe Hospital Dublin Ireland",25,English & Malayalam,", General Obstetrics, High, risk pregnancies, Laparo Hysteroscopy Procedures, Colposcopy Procedure",Obstetrics & Gynecology,Senior Consultant,"Dr. Vinoo Balakrishnan who carries 25 years of experience with , MBBS, DGO, M.D, DipNB, MRCOG The Republic of Ireland., MRCPI The Republic of Ireland, FRCOG Royal college of Obstetricians and Gynecologists, London, UK, MIS, Training from coombe Hospital Dublin Ireland is working in Obstetrics & Gynecology asSenior Consultant and is an expert in , General Obstetrics, High, risk pregnancies, Laparo Hysteroscopy Procedures, Colposcopy Procedure.",800,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Gynecology & Obstetrics
Dr. Vinsa S. Vincent,"MBBS (Calicut University, 2015)",10,"English, Hindi & Malayalam",Not Available,General Physician,Not Available,"Dr. Vinsa S. Vincent is a expert General Physician have qualification of MBBS (Calicut University, 2015) currently working in General Hospital Thiruvananthapuram.",250,"General Hospital Thiruvananthapuram , General Hospital Thiruvananthapuram, Red cross Road ,vanchiyoor pO, , Rishimangalam, Thiruvananthapuram, None",-8767576472,All Days,10:00 - 14:00,General Medicine
Dr. Vipin Balakrishnan Nair,", MS. General Surgery, MCh Cardiothoracic & Vascular Surgery",15,"English, Hindi, Malayalam & Tamil",", Adult cardiac surgery, Peripheral Vascular artery occlusive disease bypass & trauma management, Thoracic Surgery and VATS","Cardiothoracic and Vascular Surgery, Cardiac Sciences",Consultant,"Dr. Vipin Balakrishnan Nair who carries 15 years of experience with , MS. General Surgery, MCh Cardiothoracic & Vascular Surgery is working in Cardiothoracic and Vascular Surgery, Cardiac Sciences asConsultant and is an expert in , Adult cardiac surgery, Peripheral Vascular artery occlusive disease bypass & trauma management, Thoracic Surgery and VATS.",500,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Cardiology
Dr. Vipin M. S.,"MBBS, D. Orthopaedics, DNB Orthopaedics",3,"English, Malayalam, Tamil, Hindi",#NAME?,Orthopaedics,Junior Consultant,"Dr. Vipin M. S. who carries 3 years of experience with MBBS, D. Orthopaedics, DNB Orthopaedics is working as Junior Consultant in Orthopaedics and is an expert in - Trauma
- Arthroplasty
.",800,"BR Life SUT Pattom Hospital, Multi Super Specialty Hospital, Pattom, Thiruvananthapuram, Kerala, India, 695004",914714077777,Sunday,09:00 - 18:00,Orthopedics & Physiotherapy
Dr. Vishnu B S,", MBBS from Govt. TD Medical College Alappuzha in 2013, MD and DNB (Family Medicine) from KIMSHEALTH in 2021",13,English & Malayalam,", Outpatient and Inpatient care, Home care and Vaccinations, Personalized care, Palliative Care, Geriatric care",Family Medicine,Specialist & Academic Coordinator ,"Dr. Vishnu B S who carries 13 years of experience with , MBBS from Govt. TD Medical College Alappuzha in 2013, MD and DNB (Family Medicine) from KIMSHEALTH in 2021 is working in Family Medicine asSpecialist & Academic Coordinator  and is an expert in , Outpatient and Inpatient care, Home care and Vaccinations, Personalized care, Palliative Care, Geriatric care.",250,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,General Medicine
Dr. Vishnu R S,"MBBS, MD (GENERAL MEDICINE), DM (NEPHROLOGY)",10,"English, Malayalam",#NAME?,Nephrology,Senior Consultant ,"Dr. Vishnu R S who carries 10 years of experience with MBBS, MD (GENERAL MEDICINE), DM (NEPHROLOGY) is working as Senior Consultant  in Nephrology and is an expert in - Kidney transplant, including live donor and cadaver donor transplant
- Permanent hemodialysis Catheter insertion
- Temporary hemodialysis catheter insertion
- Peritoneal dialysis catheter insertion
- Real time ultrasound guided kidney biopsy
- Hemodialysis
- Peritoneal dialysis
- Plasmapheresis
- CRRT (Continuous Renal Replacement Therapy)
.",1100,"BR Life SUT Pattom Hospital, Multi Super Specialty Hospital, Pattom, Thiruvananthapuram, Kerala, India, 695004",914714077777,Sunday,09:00 - 18:00,Nephrology
Dr. Viswanathan K,"MBBS, D. Ortho, MS (Orthopaedics)",25,"English, Malayalam",#NAME?,Orthopaedics,Senior Consultant ,"Dr. Viswanathan K who carries 25 years of experience with MBBS, D. Ortho, MS (Orthopaedics) is working as Senior Consultant  in Orthopaedics and is an expert in - Knee, hip, and shoulder arthroplasty
- Knee and shoulder arthroscopy
- Complex trauma.",1200,"BR Life SUT Pattom Hospital, Multi Super Specialty Hospital, Pattom, Thiruvananthapuram, Kerala, India, 695004",914714077777,Sunday,09:00 - 18:00,Orthopedics & Physiotherapy
Dr. Vivek Paul,"MBBS (Thiruvananthapuram Medical College, 2005), MS - Obstetrics & Gynaecology (West Bengal State University, 2010), Post Doctoral Fellowship in Reproductive Medicine (Christian Medical College & Hospital, Vellore, 2013), DNB - Obstetrics & Gynecology (National Board of Examination, India, 2012)",20,"English, Hindi & Malayalam",Not Available,General Physician,Not Available,"Dr. Vivek Paul is a expert General Physician have qualification of MBBS (Thiruvananthapuram Medical College, 2005), MS - Obstetrics & Gynaecology (West Bengal State University, 2010), Post Doctoral Fellowship in Reproductive Medicine (Christian Medical College & Hospital, Vellore, 2013), DNB - Obstetrics & Gynecology (National Board of Examination, India, 2012) currently working in Vivek Paul Clinic.",250,"Vivek Paul Clinic , Windsor Rajadhani, Kaudiar Square, Landmark: Pipeline Road., Kaudiar Square, Thiruvananthapuram, None",-7739743520,Sunday,17:00 - 19:00,General Medicine
Dr. Vivek V Nair,"MD - Ayurveda Medicine (Govt Ayurveda college, Triandrum, 2016), BAMS (Mahatma Gandhi University, 2012)",9,"English, Hindi & Malayalam",Not Available,Ayurveda,Not Available,"Dr. Vivek V Nair is a expert Ayurveda have qualification of MD - Ayurveda Medicine (Govt Ayurveda college, Triandrum, 2016), BAMS (Mahatma Gandhi University, 2012) currently working in Thiruvananthapuram.",300,"Thiruvananthapuram , Government Dental College, TV Medical College, Thiruvananthapuram, None",-8458931994,All Days,00:00 - 23:59,Ayush
Dr. Wilson A P,", MBBS from Govt. TDMCH Alappuzha 1998, MD General Medicine from Govt MKCG MCH Behrampur, Orissa 2004",22,"Malayalam, English, Hindi, Odiya, Arabic & Tamil",", Lifestyle Diseases including Diabetes Hypertension, Hyperlipidemia, Obesity, Infectious Diseases, Complex Multisystem Diseases, ICU and Critical Care",Internal Medicine,Senior Consultant & Coordinator ,"Dr. Wilson A P who carries 22 years of experience with , MBBS from Govt. TDMCH Alappuzha 1998, MD General Medicine from Govt MKCG MCH Behrampur, Orissa 2004 is working in Internal Medicine asSenior Consultant & Coordinator  and is an expert in , Lifestyle Diseases including Diabetes Hypertension, Hyperlipidemia, Obesity, Infectious Diseases, Complex Multisystem Diseases, ICU and Critical Care.",1400,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,General Medicine
Dr. Yahya P.A,"BHMS (Govt Homoeopathic Medical College Thiruvananthapuram, 1991)",34,"English, Hindi & Malayalam",Not Available,Homoeopath,Not Available,Started my practice in Trivandrum Palayam in the year 1993. Cure without surgery is my motto .,250,"Alfa Homoeopathic Medical Centre , Beker Road, Palayam, Thiruvananthapuram, 695001",-9026466682,"Saturday, Sunday",15:00 - 18:00,Homeo
Dr. Yoganadhan Nampoothiry M N,"MBBS, MS (General Surgery), MCh (CTVS)",24,"English, Malayalam",#NAME?,CardioThoracic Surgery,Senior Consultant ,"Dr. Yoganadhan Nampoothiry M N who carries 24 years of experience with MBBS, MS (General Surgery), MCh (CTVS) is working as Senior Consultant  in CardioThoracic Surgery and is an expert in - Beating heart CABG
- Thoracic and vascular surgeries.",800,"BR Life SUT Pattom Hospital, Multi Super Specialty Hospital, Pattom, Thiruvananthapuram, Kerala, India, 695004",914714077777,Sunday,09:00 - 18:00,Cardiology
Dr. Yogirajan,"MBBS (Government Medical College,Thiruvananthapuram, 1978), MD - Dermatology and Venerology (Govt Medical college  Trivandrum, 1983)",47,"English, Hindi & Malayalam",Not Available,Dermatologist,Not Available,"Dr. Yogiraj was Professor in the Department of Dermatology and Venereology, Medical College, Thiruvananthapuram, the premier institution for the teaching of medicine in the state of Kerala. As Professor, he was instrumental in giving a new direction to post-graduate teaching and research in the Department. His research on Vitiligo has won international acclaim. Widely traveled, he has presented papers in Conferences and Seminars in India and abroad and conducted workshops for training young Dermatologists. The medical center that he heads regularly organizes continuing medical education programs for practicing doctors that have won wide appreciation. He is also involved in a number of extension activities and has made a significant contribution to the services of the community. Highly regarded as a clinician. Dr. Yogiraj has won the respect of the medical fraternity and is popularly known as the doctor’s doctor.",750,"Yogiraj Centre for Dermatology & Cosmetology , Kumarapuram Road, Pattom, Thiruvananthapuram, 695004",-7712770145,All Days,00:00 - 21:00,Dermatology & Cosmetology
Dr. Zaynah Zainuddin,", MBBS, Government Medical College, Trivandrum, DrNB CTVS (Direct 6 years) – G.Kuppuswamy Naidu Memorial hospital, Coimbatore",10,English & Malayalam,", Adult cardiac surgeries like CABG, valve surgeries, aortic surgeries, combined procedures, mechanical complications of MI, vascular surgeries, Minimally invasive surgeries and thoracic surgeries (including VATS), Congenital cardiac surgeries – simple and complex like repairs for ASD/VSD, TOF, TGA, TAPVC, AV canal defects and Ozaki valve repair., Endovascular interventions – TEVAR, TAVI, IABP and ECMO (V, A and V, V)","Cardiothoracic and Vascular Surgery, Cardiac Sciences",Associate Consultant,"Dr. Zaynah Zainuddin who carries 10 years of experience with , MBBS, Government Medical College, Trivandrum, DrNB CTVS (Direct 6 years) – G.Kuppuswamy Naidu Memorial hospital, Coimbatore is working in Cardiothoracic and Vascular Surgery, Cardiac Sciences asAssociate Consultant and is an expert in , Adult cardiac surgeries like CABG, valve surgeries, aortic surgeries, combined procedures, mechanical complications of MI, vascular surgeries, Minimally invasive surgeries and thoracic surgeries (including VATS), Congenital cardiac surgeries – simple and complex like repairs for ASD/VSD, TOF, TGA, TAPVC, AV canal defects and Ozaki valve repair., Endovascular interventions – TEVAR, TAVI, IABP and ECMO (V, A and V, V).",500,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Cardiology
Dr. Zuhara P M,"MD, Pathology",22,English & Malayalam,"Emergency medicine leadership, family medicine, clinical governance",Family Medicine,"Director - Emergency Medicine, Family Medicine and Pharmacy Services","Dr. Zuhara P M who carries 22 years of experience with MD, Pathology is working in Family Medicine asDirector - Emergency Medicine, Family Medicine and Pharmacy Services and is an expert in Emergency medicine leadership, family medicine, clinical governance.",550,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,General Medicine
Dr. Zulfikar Ahamed M,", MBBS, DCH, MD (Pediatrics), DM (Cardiology)",25,English & Malayalam,", Echocardiography of Congenital heart diseases, Rheumatic Fever, Kawasaki Disease, Preventive Cardiology","Pediatric Cardiology, Cardiac Sciences, Paediatrics, Pediatrics",Senior Consultant,"Dr. Zulfikar Ahamed M who carries 25 years of experience with , MBBS, DCH, MD (Pediatrics), DM (Cardiology) is working in Pediatric Cardiology, Cardiac Sciences, Paediatrics, Pediatrics asSenior Consultant and is an expert in , Echocardiography of Congenital heart diseases, Rheumatic Fever, Kawasaki Disease, Preventive Cardiology.",800,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Pediatrics
Dr. Zunimol P K M,", MBBS from Govt Medical College, Kozhikode in 2002, DNB (RADIODIAGNOSIS) from Govt Medical College, Kozhikode in 2007",22,"English, Malayalam, Tamil & Hindi",", Diagnostic Radiology in Women's Imaging, Body Imaging, Pulmonary Imaging","Radio Diagnosis and Interventional Radiology, Imaging & Interventional Radiology",Senior Consultant & Coordinator ,"Dr. Zunimol P K M who carries 22 years of experience with , MBBS from Govt Medical College, Kozhikode in 2002, DNB (RADIODIAGNOSIS) from Govt Medical College, Kozhikode in 2007 is working in Radio Diagnosis and Interventional Radiology, Imaging & Interventional Radiology asSenior Consultant & Coordinator  and is an expert in , Diagnostic Radiology in Women's Imaging, Body Imaging, Pulmonary Imaging.",1200,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Radiology & Imaging
Dr. anaz abdul khader,"MBBS (Kerala University, 1998)",27,"English, Hindi & Malayalam",Not Available,General Physician,Not Available,"Dr. anaz abdul khader is a expert General Physician have qualification of MBBS (Kerala University, 1998) currently working in Famedico  Urgent Care Center.",250,"Famedico  Urgent Care Center , Soho- 10, SFS  Pearl, Pallimukku Nallumukku Pettah, Karimanal, Thiruvananthapuram, 695024",-9691043353,All Days,08:30 - 08:45,General Medicine
Dr. beena gopinathan nair,"MBBS (Kerala University, 2000)",25,"English, Hindi & Malayalam",Not Available,General Physician,Not Available,"Dr. beena gopinathan nair is a expert General Physician have qualification of MBBS (Kerala University, 2000) currently working in SRI RAMAKRISHNA ASHRAMA HOSPITAL.",250,"SRI RAMAKRISHNA ASHRAMA HOSPITAL , 9/1651 sasthamangalam office building hospital road, near hospital junction, sasthamangalam, thiruvananthapuram, kerala 695010, india, Kanjirampara, Thiruvananthapuram, None",-9878352374,All Days,09:00 - 17:00,General Medicine
Dr. jaithra gopinathan nair,"MBBS (Kerala University, 2000)",25,"English, Hindi & Malayalam",Not Available,General Physician,Not Available,"Dr. jaithra gopinathan nair is a expert General Physician have qualification of MBBS (Kerala University, 2000) currently working in SRI RAMAKRISHNA ASHRAMA HOSPITAL.",250,"SRI RAMAKRISHNA ASHRAMA HOSPITAL , 9/1651 sasthamangalam office building hospital road, near hospital junction, sasthamangalam, thiruvananthapuram, kerala 695010, india, Kanjirampara, Thiruvananthapuram, None",-7498088185,All Days,09:00 - 17:00,General Medicine
Dr. rakesh gopinathan nair,"MBBS (Kerala University, 2000)",25,"English, Hindi & Malayalam",Not Available,General Physician,Not Available,"Dr. rakesh gopinathan nair is a expert General Physician have qualification of MBBS (Kerala University, 2000) currently working in SRI RAMAKRISHNA ASHRAMA HOSPITAL.",250,"SRI RAMAKRISHNA ASHRAMA HOSPITAL , 9/1651 sasthamangalam office building hospital road, near hospital junction, sasthamangalam, thiruvananthapuram, kerala 695010, india, Kanjirampara, Thiruvananthapuram, None",-9524447861,All Days,09:00 - 17:00,General Medicine
Dr. ray george,"MBBS (Kerala University, 1996), MS - General Surgery (Calicut University, 2003)",29,"English, Hindi & Malayalam",Not Available,General Physician,Not Available,"Dr. ray george is a expert General Physician have qualification of MBBS (Kerala University, 1996), MS - General Surgery (Calicut University, 2003) currently working in Al Arif Hospital.",250,"Al Arif Hospital , ambalathara, thiruvananthapuram, kerala 695026, india, TVM Fort, Thiruvananthapuram, None",-8560486156,All Days,09:00 - 17:00,General Medicine
Dr. roy ramachandran,"MBBS (Kerala University, 2000)",25,"English, Hindi & Malayalam",Not Available,General Physician,Not Available,"Dr. roy ramachandran is a expert General Physician have qualification of MBBS (Kerala University, 2000) currently working in Cosmopolitan Hospital.",250,"Cosmopolitan Hospital , Pottakuzhy Rd, Pattom, Thiruvananthapuram,, Pattom, Thiruvananthapuram, 695004",-7512154225,All Days,00:00 - 23:59,General Medicine
Dr. seuda varghese,"MBBS (Kerala University, 1999)",26,"English, Hindi & Malayalam",Not Available,General Physician,Not Available,"Dr. seuda varghese is a expert General Physician have qualification of MBBS (Kerala University, 1999) currently working in Credence Hospital .",250,"Credence Hospital  , Near Ulloor bridge, Salem-Kanyakumari Hwy, P T Chacko Nagar, Keshavadasapuram Road, Ulloor.  Landmark:  Near Medical College., Ulloor, Thiruvananthapuram, None",-7540377920,All Days,08:00 - 19:00,General Medicine
Dr. sonia rani john,"MBBS (Kerala University, 1999)",26,"English, Hindi & Malayalam",Not Available,General Physician,Not Available,"Dr. sonia rani john is a expert General Physician have qualification of MBBS (Kerala University, 1999) currently working in Dr Agarwals Eye Hospital.",250,"Dr Agarwals Eye Hospital , tc no 29/104/2, leela ram building, diamond hill, near woodlands showroom, althara nagar, vellayambalam, thiruvananthapuram, kerala 695010, india, Kaudiar, Thiruvananthapuram, None",-9977824832,Sunday,09:00 - 19:00,General Medicine
Dt. Jayasree N S,", Post Graduation (Nutrition and Dietetics)",10,"English, Malayalam & Hindi and Tamil",", Weight Management, Endocrinology (Diabetics), Nephrology, Transplant, Cardiology, Oncology, Burns, Critical Care Nutrition",Clinical Nutrition,Group Coordinator,"Dt. Jayasree N S who carries 10 years of experience with , Post Graduation (Nutrition and Dietetics) is working in Clinical Nutrition asGroup Coordinator and is an expert in , Weight Management, Endocrinology (Diabetics), Nephrology, Transplant, Cardiology, Oncology, Burns, Critical Care Nutrition.",500,"KIMSHEALTH, P.B.No.1, Anayara P.O, Trivandrum – 695029, Kerala, India",914714711000,Sunday,09:00 - 18:00,Dietetics
